2007 01 31;2.0592;5.2387;2.6638
2007 02 01;2.0562;5.2176;2.6660
2007 02 02;2.0552;5.2079;2.6520
2007 02 03;2.0552;5.2079;2.6520
2007 02 04;2.0552;5.2079;2.6520
2007 02 05;2.0475;5.2163;2.6525
2007 02 06;2.0642;5.2400;2.6653
2007 02 07;2.0710;5.2406;2.6711
2007 02 08;2.0687;5.2427;2.6592
2007 02 09;2.0717;5.2284;2.6548
2007 02 10;2.0717;5.2284;2.6548
2007 02 11;2.0717;5.2284;2.6548
2007 02 12;2.0680;5.1783;2.6549
2007 02 13;2.0535;5.1744;2.6505
2007 02 14;2.0565;5.1846;2.6564
2007 02 15;2.0643;5.1521;2.6396
2007 02 16;2.0643;5.1521;2.6396
2007 02 17;2.0643;5.1521;2.6396
2007 02 18;2.0643;5.1521;2.6396
2007 02 19;2.0633;5.1663;2.6299
2007 02 20;2.0682;5.1272;2.6248
2007 02 21;2.0614;5.1230;2.6240
2007 02 22;2.0711;5.1369;2.6248
2007 02 23;2.0818;5.1366;2.6373
2007 02 24;2.0818;5.1366;2.6373
2007 02 25;2.0818;5.1366;2.6373
2007 02 26;2.0755;5.1515;2.6300
2007 02 27;2.0751;5.1484;2.6199
2007 02 28;2.0766;5.1393;2.6219
2007 03 01;2.0610;5.1214;2.6143
2007 03 02;2.0535;5.1185;2.6097
2007 03 03;2.0535;5.1185;2.6097
2007 03 04;2.0535;5.1185;2.6097
2007 03 05;2.0551;5.1242;2.6201
2007 03 06;2.0377;5.0513;2.6268
